SocioEcon,GoodStudent,Age,RiskAversion,VehicleYear,Accident,ThisCarDam,RuggedAuto,MakeModel,Antilock,Mileage,DrivQuality,DrivingSkill,SeniorTrain,ThisCarCost,CarValue,Theft,AntiTheft,HomeBase,OtherCarCost,PropCost,OtherCar,MedCost,Cushioning,Airbag,ILiCost,DrivHist
Middle,False,Adolescent,Normal,Older,Severe,Severe,EggShell,Economy,False,Domino,Poor,SubStandard,False,TenThou,FiveThou,False,False,Suburb,HundredThou,HundredThou,True,Million,Poor,True,Thousand,Many
Prole,False,Adult,Adventurous,Older,Moderate,Moderate,EggShell,SportsCar,True,Domino,Poor,Normal,False,Thousand,FiveThou,False,False,City,Thousand,Thousand,True,HundredThou,Poor,False,Thousand,Many
UpperMiddle,False,Adult,Adventurous,Current,None,None,Football,FamilySedan,False,TwentyThou,Normal,Normal,False,Thousand,TwentyThou,False,False,City,Thousand,Thousand,False,Thousand,Good,True,Thousand,Many
Middle,False,Senior,Cautious,Older,Mild,Mild,Tank,FamilySedan,False,FiftyThou,Poor,SubStandard,False,Thousand,TenThou,False,True,Secure,Thousand,Thousand,False,Thousand,Good,False,Thousand,Many
Middle,False,Adult,Adventurous,Current,Severe,Severe,Football,FamilySedan,False,FiftyThou,Poor,SubStandard,False,HundredThou,TwentyThou,False,False,Rural,HundredThou,HundredThou,True,Thousand,Excellent,True,Thousand,Many
UpperMiddle,False,Adult,Cautious,Current,None,None,EggShell,FamilySedan,False,FiveThou,Normal,Normal,False,Thousand,TwentyThou,False,True,Secure,Thousand,Thousand,False,Thousand,Poor,True,Thousand,Zero
Middle,False,Senior,Cautious,Current,None,None,EggShell,SportsCar,True,TwentyThou,Excellent,Expert,True,Thousand,TwentyThou,False,True,Secure,Thousand,Thousand,False,Thousand,Good,True,Thousand,Zero
Prole,False,Adult,Cautious,Older,None,None,EggShell,Economy,False,Domino,Excellent,Normal,False,Thousand,FiveThou,False,True,City,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
UpperMiddle,False,Adult,Adventurous,Current,Mild,None,Tank,Luxury,True,TwentyThou,Poor,SubStandard,False,Thousand,FiftyThou,False,False,Secure,Thousand,TenThou,True,Thousand,Excellent,True,Thousand,Many
Prole,False,Senior,Normal,Older,None,None,EggShell,Economy,False,FiftyThou,Excellent,Expert,True,Thousand,FiveThou,False,False,City,Thousand,TenThou,True,Thousand,Fair,False,Thousand,Zero
Middle,False,Adult,Adventurous,Older,Severe,Severe,Football,FamilySedan,False,TwentyThou,Poor,Normal,False,HundredThou,TwentyThou,False,False,Suburb,TenThou,Million,True,Thousand,Fair,False,Thousand,Zero
Prole,False,Adult,Normal,Older,Mild,Mild,EggShell,Economy,False,TwentyThou,Poor,SubStandard,False,Thousand,FiveThou,False,True,City,Thousand,Thousand,False,Thousand,Fair,True,Thousand,Many
Middle,False,Adult,Cautious,Current,None,None,Tank,FamilySedan,True,FiftyThou,Excellent,Expert,False,Thousand,TwentyThou,False,True,Secure,Thousand,TenThou,False,Thousand,Excellent,True,Thousand,Zero
UpperMiddle,False,Senior,Normal,Current,None,None,Football,FamilySedan,True,TwentyThou,Normal,Normal,True,Thousand,TwentyThou,False,False,Suburb,Thousand,Thousand,True,Thousand,Good,True,Thousand,Zero
Middle,True,Adolescent,Psychopath,Older,None,None,EggShell,SportsCar,False,TwentyThou,Poor,SubStandard,False,Thousand,TenThou,False,False,City,Thousand,Thousand,True,Thousand,Poor,True,Thousand,Many
Prole,False,Adult,Normal,Older,None,None,EggShell,Economy,False,FiftyThou,Normal,Normal,False,Thousand,FiveThou,False,False,Rural,Thousand,TenThou,True,Thousand,Poor,False,Thousand,Zero
Prole,False,Adult,Normal,Older,Severe,Severe,EggShell,Economy,False,TwentyThou,Poor,SubStandard,False,TenThou,FiveThou,False,False,City,TenThou,HundredThou,False,Million,Poor,False,Thousand,One
Middle,False,Adult,Adventurous,Older,None,None,Tank,FamilySedan,False,TwentyThou,Normal,Normal,False,Thousand,TwentyThou,False,False,City,Thousand,Thousand,True,Thousand,Good,False,Thousand,Zero
UpperMiddle,False,Adult,Adventurous,Current,None,None,Football,FamilySedan,False,Domino,Normal,Normal,False,Thousand,TwentyThou,False,False,Secure,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Zero
Prole,False,Adolescent,Psychopath,Older,Severe,Severe,EggShell,Economy,False,Domino,Poor,SubStandard,False,TenThou,FiveThou,False,False,Rural,TenThou,TenThou,False,HundredThou,Fair,False,Thousand,Many
Middle,False,Senior,Normal,Older,None,None,Football,FamilySedan,False,TwentyThou,Normal,Normal,False,Thousand,TwentyThou,False,False,Suburb,Thousand,TenThou,True,Thousand,Fair,False,Thousand,Zero
Middle,False,Adult,Normal,Current,None,None,EggShell,Economy,False,TwentyThou,Normal,Normal,False,Thousand,FiveThou,False,False,Suburb,Thousand,Thousand,True,Thousand,Poor,True,Thousand,Many
UpperMiddle,False,Senior,Normal,Current,Mild,None,Tank,FamilySedan,True,TwentyThou,Normal,Normal,False,Thousand,TwentyThou,False,True,Suburb,Thousand,TenThou,True,Thousand,Excellent,True,Thousand,Zero
Prole,False,Senior,Normal,Older,None,None,Football,FamilySedan,False,FiftyThou,Normal,Normal,True,Thousand,FiveThou,False,False,City,Thousand,Thousand,False,Thousand,Fair,False,Thousand,Zero
Prole,False,Senior,Cautious,Current,None,None,Football,FamilySedan,True,TwentyThou,Normal,Normal,True,Thousand,TwentyThou,False,True,City,Thousand,TenThou,False,Thousand,Fair,True,Thousand,Zero
Prole,False,Adult,Adventurous,Older,None,None,Tank,FamilySedan,False,TwentyThou,Poor,Normal,False,Thousand,FiveThou,False,False,Rural,Thousand,Thousand,False,Thousand,Excellent,False,Thousand,Zero
Prole,False,Adult,Adventurous,Older,Mild,Moderate,EggShell,SportsCar,False,TwentyThou,Poor,SubStandard,False,Thousand,TenThou,False,False,City,Thousand,TenThou,True,Thousand,Fair,False,Thousand,Many
Middle,False,Adolescent,Adventurous,Current,Mild,Mild,EggShell,FamilySedan,True,Domino,Poor,SubStandard,False,Thousand,TwentyThou,False,False,Suburb,Thousand,Thousand,True,Thousand,Poor,True,Thousand,Many
Middle,False,Adult,Normal,Current,None,None,Football,FamilySedan,True,FiveThou,Poor,SubStandard,False,Thousand,TwentyThou,False,True,Suburb,Thousand,TenThou,True,Thousand,Good,True,Thousand,Many
UpperMiddle,False,Adult,Adventurous,Current,None,None,Football,FamilySedan,False,TwentyThou,Excellent,Normal,False,Thousand,TwentyThou,False,True,City,Thousand,TenThou,True,Thousand,Good,True,Thousand,One
Middle,False,Adult,Cautious,Older,Moderate,Severe,EggShell,Economy,False,TwentyThou,Poor,SubStandard,False,TenThou,TenThou,False,True,Secure,Thousand,TenThou,True,Thousand,Fair,False,TenThou,Zero
Prole,False,Adult,Normal,Older,None,None,EggShell,Economy,False,TwentyThou,Normal,Normal,False,Thousand,TenThou,False,True,City,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
Middle,False,Adult,Adventurous,Older,None,None,Football,FamilySedan,False,FiveThou,Poor,Normal,False,Thousand,TenThou,False,False,Suburb,Thousand,TenThou,True,Thousand,Fair,False,Thousand,Zero
Middle,False,Adult,Normal,Current,None,None,Football,Economy,False,FiftyThou,Normal,Normal,False,Thousand,TenThou,False,False,Rural,Thousand,TenThou,True,Thousand,Good,True,Thousand,Zero
UpperMiddle,False,Senior,Cautious,Current,Moderate,Moderate,Football,FamilySedan,False,FiftyThou,Poor,SubStandard,False,HundredThou,TwentyThou,False,True,Secure,TenThou,Million,True,Thousand,Excellent,True,Thousand,One
Middle,False,Adolescent,Normal,Older,None,None,Football,FamilySedan,False,TwentyThou,Poor,SubStandard,False,Thousand,TwentyThou,False,False,Secure,Thousand,Thousand,True,Thousand,Fair,False,Thousand,One
UpperMiddle,False,Adult,Cautious,Current,None,None,EggShell,SportsCar,True,Domino,Normal,Normal,False,Thousand,TwentyThou,False,True,Secure,Thousand,TenThou,True,Thousand,Good,True,Thousand,Zero
Middle,False,Adolescent,Normal,Older,None,None,Tank,FamilySedan,False,FiftyThou,Normal,Normal,False,Thousand,TwentyThou,False,False,Secure,Thousand,Thousand,False,Thousand,Excellent,False,Thousand,Zero
Prole,False,Senior,Cautious,Older,None,None,Football,FamilySedan,False,TwentyThou,Normal,Normal,True,Thousand,FiveThou,False,True,City,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Zero
Middle,False,Adult,Normal,Older,None,None,Tank,FamilySedan,False,Domino,Normal,Normal,False,Thousand,FiveThou,False,True,Rural,Thousand,Thousand,True,Thousand,Good,False,Thousand,Zero
Prole,False,Senior,Normal,Older,None,None,Football,FamilySedan,False,FiftyThou,Normal,Normal,True,Thousand,FiveThou,False,False,City,Thousand,TenThou,False,Thousand,Fair,False,Thousand,One
UpperMiddle,False,Adult,Adventurous,Current,Moderate,Moderate,Football,SportsCar,True,TwentyThou,Poor,Normal,False,HundredThou,TwentyThou,False,True,Rural,Thousand,HundredThou,True,Thousand,Good,True,Thousand,Many
Middle,False,Adult,Cautious,Older,None,None,Tank,FamilySedan,False,Domino,Normal,Normal,False,Thousand,FiveThou,False,True,Secure,Thousand,Thousand,False,Thousand,Good,False,Thousand,Zero
UpperMiddle,False,Senior,Normal,Older,Mild,None,Football,FamilySedan,False,FiftyThou,Poor,SubStandard,False,Thousand,FiveThou,False,True,Rural,Thousand,TenThou,True,Thousand,Fair,False,Thousand,Many
Prole,False,Adult,Adventurous,Older,None,None,EggShell,Economy,False,FiftyThou,Excellent,Normal,False,Thousand,FiveThou,False,False,City,Thousand,TenThou,False,Thousand,Poor,False,Thousand,Zero
UpperMiddle,True,Adolescent,Normal,Current,None,None,Football,Luxury,True,FiveThou,Normal,Normal,False,Thousand,FiftyThou,False,True,Secure,Thousand,Thousand,True,Thousand,Good,True,Thousand,Zero
Middle,False,Adult,Normal,Older,None,None,EggShell,SportsCar,False,TwentyThou,Normal,Normal,False,Thousand,TwentyThou,False,True,Secure,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
Middle,False,Senior,Normal,Current,None,None,Football,FamilySedan,False,FiftyThou,Normal,Normal,False,Thousand,TwentyThou,False,False,Suburb,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Many
Prole,False,Adult,Adventurous,Current,None,None,Football,FamilySedan,False,TwentyThou,Excellent,Normal,False,Thousand,TwentyThou,False,False,Rural,Thousand,Thousand,False,Thousand,Good,True,Thousand,Zero
Middle,False,Adult,Cautious,Older,Mild,Mild,Football,FamilySedan,False,FiftyThou,Poor,SubStandard,False,Thousand,TenThou,False,True,Secure,Thousand,Thousand,True,Thousand,Good,False,Thousand,Zero
Wealthy,False,Senior,Cautious,Current,None,None,EggShell,SportsCar,True,FiftyThou,Excellent,Expert,True,Thousand,TwentyThou,False,True,Secure,Thousand,Thousand,True,Thousand,Fair,True,Thousand,Zero
UpperMiddle,False,Adult,Adventurous,Current,None,None,Football,Luxury,True,FiftyThou,Excellent,Normal,False,Thousand,FiftyThou,False,False,City,Thousand,Thousand,True,Thousand,Good,True,Thousand,One
UpperMiddle,False,Senior,Cautious,Current,None,None,Tank,Luxury,True,TwentyThou,Normal,Normal,True,Thousand,FiftyThou,False,True,Secure,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Zero
Prole,False,Adult,Adventurous,Older,None,None,EggShell,Economy,False,FiftyThou,Normal,Normal,False,Thousand,FiveThou,False,False,City,Thousand,Thousand,False,Thousand,Fair,False,Thousand,One
UpperMiddle,False,Adult,Adventurous,Older,None,None,Football,Luxury,False,FiftyThou,Excellent,Normal,False,Thousand,TwentyThou,False,True,Secure,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
Prole,False,Adult,Cautious,Older,None,None,EggShell,Economy,False,FiftyThou,Normal,Normal,False,Thousand,FiveThou,False,True,Suburb,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Zero
Middle,False,Adult,Normal,Current,Moderate,Moderate,EggShell,Economy,False,FiftyThou,Poor,SubStandard,False,TenThou,TenThou,False,True,Suburb,Thousand,TenThou,True,Thousand,Good,True,Thousand,Many
UpperMiddle,False,Senior,Cautious,Current,None,None,EggShell,SportsCar,True,FiftyThou,Normal,Normal,True,Thousand,FiftyThou,False,True,Secure,Thousand,Thousand,True,Thousand,Fair,True,Thousand,Zero
Middle,False,Adult,Normal,Current,Moderate,Severe,Football,FamilySedan,True,TwentyThou,Poor,SubStandard,False,HundredThou,TwentyThou,False,False,Rural,Thousand,HundredThou,True,Million,Good,True,Thousand,Many
UpperMiddle,True,Adolescent,Normal,Current,None,None,Football,FamilySedan,False,FiftyThou,Normal,Normal,False,Thousand,TwentyThou,False,True,Secure,Thousand,Thousand,True,Thousand,Good,True,Thousand,Zero
UpperMiddle,False,Adolescent,Normal,Older,None,None,Football,FamilySedan,False,FiftyThou,Poor,SubStandard,False,Thousand,FiveThou,False,True,Suburb,Thousand,Thousand,True,Thousand,Good,False,Thousand,Many
Middle,False,Adult,Normal,Older,None,None,EggShell,Economy,False,FiftyThou,Normal,Normal,False,Thousand,FiveThou,False,False,Suburb,Thousand,TenThou,True,Thousand,Poor,False,Thousand,Zero
Middle,False,Adult,Normal,Older,None,None,Football,FamilySedan,False,TwentyThou,Poor,SubStandard,False,Thousand,TenThou,False,False,Suburb,Thousand,TenThou,True,Thousand,Good,False,Thousand,Many
Prole,False,Adult,Normal,Older,Severe,Severe,EggShell,SportsCar,False,FiftyThou,Poor,SubStandard,False,TenThou,TenThou,False,False,City,HundredThou,HundredThou,True,TenThou,Poor,False,Thousand,Many
Middle,False,Senior,Cautious,Older,None,None,EggShell,SportsCar,False,TwentyThou,Normal,Normal,True,Thousand,FiveThou,False,True,Secure,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Zero
Prole,False,Adult,Normal,Current,None,None,Football,Economy,False,TwentyThou,Normal,Normal,False,Thousand,TenThou,False,False,Rural,Thousand,Thousand,True,Thousand,Good,True,Thousand,Zero
Middle,False,Adult,Normal,Current,None,None,Football,FamilySedan,False,TwentyThou,Poor,SubStandard,False,Thousand,TwentyThou,False,True,Suburb,Thousand,TenThou,True,Thousand,Good,True,Thousand,One
UpperMiddle,False,Adult,Normal,Current,Mild,None,Football,FamilySedan,True,Domino,Poor,SubStandard,False,Thousand,TwentyThou,False,True,Secure,Thousand,Thousand,False,Thousand,Excellent,True,Thousand,One
Prole,False,Senior,Cautious,Current,None,None,EggShell,Economy,False,FiftyThou,Excellent,Normal,True,Thousand,TenThou,False,True,City,Thousand,Thousand,True,Thousand,Fair,True,Thousand,One
Middle,False,Adult,Cautious,Older,None,None,Football,FamilySedan,False,TwentyThou,Normal,Normal,False,Thousand,FiveThou,False,True,Secure,Thousand,Thousand,True,Thousand,Good,False,Thousand,Zero
Middle,False,Adolescent,Adventurous,Older,Mild,Mild,EggShell,SportsCar,False,TwentyThou,Poor,SubStandard,False,Thousand,TenThou,False,False,Suburb,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Many
UpperMiddle,False,Senior,Normal,Current,None,None,Football,Luxury,True,FiftyThou,Normal,Normal,False,Thousand,FiftyThou,False,True,Secure,Thousand,Thousand,True,Thousand,Fair,True,Thousand,Many
Middle,False,Adolescent,Normal,Older,None,None,Tank,FamilySedan,False,TwentyThou,Normal,Normal,False,Thousand,FiveThou,False,False,Secure,Thousand,TenThou,True,Thousand,Excellent,False,Thousand,Zero
Prole,False,Adult,Normal,Older,None,None,EggShell,Economy,False,FiftyThou,Normal,Normal,False,Thousand,FiveThou,False,False,City,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
Prole,False,Adult,Adventurous,Older,Mild,Mild,EggShell,Economy,False,FiveThou,Poor,SubStandard,False,Thousand,TenThou,False,False,Rural,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Many
Middle,False,Adult,Normal,Older,None,None,Football,FamilySedan,False,Domino,Poor,SubStandard,False,Thousand,FiveThou,False,False,Secure,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Many
Prole,False,Senior,Cautious,Older,None,None,Tank,FamilySedan,False,TwentyThou,Normal,Normal,False,Thousand,FiveThou,False,True,City,Thousand,TenThou,True,Thousand,Good,False,Thousand,Zero
Prole,False,Adult,Normal,Older,None,None,EggShell,SportsCar,True,TwentyThou,Normal,Normal,False,Thousand,FiftyThou,False,False,City,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
Prole,False,Adult,Normal,Older,None,None,Football,FamilySedan,False,TwentyThou,Poor,SubStandard,False,Thousand,TenThou,False,False,City,Thousand,Thousand,False,Thousand,Fair,False,Thousand,Many
Prole,False,Senior,Cautious,Older,Moderate,Severe,EggShell,Economy,False,FiftyThou,Poor,SubStandard,False,TenThou,FiveThou,False,True,City,HundredThou,HundredThou,False,TenThou,Poor,False,Thousand,One
UpperMiddle,False,Adult,Normal,Current,Mild,Mild,EggShell,SportsCar,True,FiftyThou,Poor,SubStandard,False,Thousand,TwentyThou,False,True,Secure,Thousand,TenThou,True,Thousand,Good,True,Thousand,Many
UpperMiddle,False,Adolescent,Cautious,Current,None,None,Football,Luxury,True,TwentyThou,Poor,SubStandard,False,Thousand,FiftyThou,False,True,Secure,Thousand,Thousand,True,Thousand,Good,True,Thousand,Many
Middle,False,Adult,Cautious,Older,None,None,EggShell,SportsCar,False,FiveThou,Normal,Normal,False,Thousand,TwentyThou,False,True,Secure,Thousand,TenThou,True,Thousand,Poor,False,Thousand,Zero
UpperMiddle,False,Adolescent,Adventurous,Current,Severe,Severe,Football,Luxury,True,FiftyThou,Poor,SubStandard,False,HundredThou,FiftyThou,False,False,Suburb,HundredThou,HundredThou,True,Thousand,Excellent,True,Thousand,Many
Middle,False,Adult,Adventurous,Older,None,None,EggShell,Economy,False,TwentyThou,Poor,Normal,False,Thousand,FiveThou,False,False,Suburb,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Many
Middle,False,Adult,Normal,Older,None,None,Tank,FamilySedan,False,TwentyThou,Normal,Normal,False,Thousand,FiveThou,False,False,Secure,Thousand,TenThou,True,Thousand,Excellent,False,Thousand,Zero
Middle,False,Senior,Cautious,Older,None,None,Tank,FamilySedan,False,TwentyThou,Normal,Normal,True,Thousand,TenThou,False,True,Secure,Thousand,Thousand,True,Thousand,Excellent,False,Thousand,Zero
Middle,False,Adult,Normal,Older,None,None,Tank,FamilySedan,False,FiveThou,Normal,Normal,False,Thousand,TwentyThou,False,False,Rural,Thousand,Thousand,True,Thousand,Good,False,Thousand,Zero
Middle,False,Adolescent,Normal,Current,None,None,EggShell,SportsCar,True,FiveThou,Poor,SubStandard,False,Thousand,FiftyThou,False,False,Suburb,Thousand,Thousand,True,Thousand,Fair,True,Thousand,Many
Middle,False,Adolescent,Adventurous,Older,None,None,Football,FamilySedan,False,FiftyThou,Poor,SubStandard,False,Thousand,FiveThou,False,False,Suburb,Thousand,Thousand,False,Thousand,Fair,False,Thousand,Many
Middle,False,Adult,Adventurous,Older,None,None,EggShell,Economy,False,TwentyThou,Excellent,Normal,False,Thousand,FiveThou,False,False,Rural,Thousand,TenThou,True,Thousand,Fair,False,Thousand,One
Middle,False,Adult,Adventurous,Current,None,None,Football,FamilySedan,True,FiftyThou,Poor,SubStandard,False,Thousand,TwentyThou,False,False,Suburb,Thousand,Thousand,False,Thousand,Fair,True,Thousand,Many
Middle,False,Adult,Cautious,Older,None,None,EggShell,SportsCar,False,TwentyThou,Normal,Normal,False,Thousand,FiveThou,False,True,Secure,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
UpperMiddle,False,Senior,Cautious,Older,None,None,Football,Luxury,True,Domino,Excellent,Expert,True,Thousand,FiftyThou,False,True,Secure,Thousand,Thousand,True,Thousand,Good,True,Thousand,Zero
Prole,False,Adult,Normal,Older,None,None,EggShell,Economy,False,FiftyThou,Normal,Normal,False,Thousand,FiveThou,False,False,City,Thousand,Thousand,False,Thousand,Fair,False,Thousand,Zero
